segmentDuration=2
numberOfSegments=298
AvgSigma/mu=0.041367296119656
reprId,QualityIndex,screenWidth,screenHeight,bitrate,sigma/mu,avgchunksize
1,0.25,1920,1080,350,0.0585012656841168,970.322362416108
2,0.50,1920,1080,470,0.0538216576563194,1187.94389261745
3,0.75,1920,1080,630,0.0493680511156428,1479.61259060403
4,1.00,1920,1080,875,0.0459064981730999,1880.63154362416
